Date,Description,Amount,Category
2026-01-02,Eid Clothes,171.03,Shopping
2025-09-07,Nueplex,487.88,Entertainment
2026-02-11,Hostel Dues,498.37,Rent
2025-12-30,Cafe,165.98,Food
2025-06-29,Cloud Storage,242.9,Subscriptions
2025-09-03,Bus Ticket,406.36,Transport
2025-08-12,Agha Khan Hospital,470.41,Health
2025-06-14,Cloud Storage,376.95,Subscriptions
2025-11-11,Grocery,314.94,Shopping
2025-11-22,Doctor Clinic,46.72,Health
2025-06-15,Target,273.78,Shopping
2025-07-03,K-Electric,111.03,Utilities
2025-09-02,Emirates Airline,300.36,Travel
2025-06-03,Shell Oil,403.57,Transport
2026-01-26,Bykea,383.07,Transport
2025-12-27,Starbucks,296.49,Food
2025-09-08,Target,478.29,Shopping
2026-02-15,Concert Ticket,39.17,Entertainment
2025-06-30,Biryani,126.07,Food
2025-07-06,Concert Ticket,366.55,Entertainment
2025-08-06,Hostel Dues,104.43,Rent
2025-12-14,Pharmacy,9.15,Health
2026-02-25,Agha Khan Hospital,305.56,Health
2025-09-14,Emirates Airline,429.74,Travel
2025-08-22,Doctor Clinic,279.56,Health
2026-01-14,Cloud Storage,471.44,Subscriptions
2025-06-17,Careem,409.05,Transport
2025-12-22,Nueplex,202.11,Entertainment
2025-05-08,Concert Ticket,102.49,Entertainment
2025-08-11,Bus Ticket,113.09,Transport
2025-12-09,InDrive,150.06,Transport
2026-01-31,Hotel Booking,418.88,Travel
2025-03-28,Emirates Airline,8.63,Travel
2026-01-09,Emirates Airline,327.18,Travel
2026-03-11,PSO Pump,44.31,Transport
2025-11-04,Imtiaz Super Market,19.69,Shopping
2026-01-24,Uber Ride,382.45,Transport
2025-06-12,Gym Membership,448.84,Subscriptions
2026-03-14,KFC,109.36,Food
2025-05-22,Cloud Storage,101.77,Subscriptions
2025-05-01,Apartment Rent,43.68,Rent
2025-10-21,Hotel Booking,368.86,Travel
2026-01-30,Nueplex,385.19,Entertainment
2026-03-08,Concert Ticket,171.05,Entertainment
2025-11-10,InDrive,258.98,Transport
2026-03-15,Water Bill,405.23,Utilities
2025-07-04,Panadol,14.08,Health
2025-09-20,Gym Membership,99.94,Subscriptions
2025-04-01,PTCL Internet,105.8,Utilities
2025-12-20,Emirates Airline,103.0,Travel
2025-06-12,Bazaar,291.15,Shopping
2025-04-20,Sambosa,70.04,Food
2026-01-01,PIA Ticket,26.63,Travel
2025-10-15,Cloud Storage,229.56,Subscriptions
2025-07-27,Uber Ride,240.47,Transport
2025-04-16,Gym Membership,209.11,Subscriptions
2026-01-15,Water Bill,318.75,Utilities
2026-01-07,Nueplex,178.19,Entertainment
2026-01-16,Netflix Subscription,357.9,Subscriptions
2026-02-20,Starbucks,97.93,Food
2026-03-09,Electric Bill,315.12,Utilities
2025-07-24,Spotify Premium,485.99,Subscriptions
2025-06-12,Foodpanda,93.98,Food
2025-06-11,Nueplex,279.95,Entertainment
2026-03-04,Netflix Subscription,280.83,Subscriptions
2025-10-02,Hostel Dues,137.27,Rent
2025-08-24,Nueplex,165.94,Entertainment
2025-03-26,Gym Membership,395.11,Subscriptions
2025-07-12,Agha Khan Hospital,143.19,Health
2025-09-18,Target,63.99,Shopping
2025-07-24,Uber Ride,78.07,Transport
2025-08-20,Petrol,126.67,Transport
2025-04-04,PIA Ticket,143.79,Travel
2025-05-05,Train Ticket,39.24,Travel
2025-08-24,Electric Bill,145.37,Utilities
2025-04-12,PIA Ticket,204.07,Travel
2025-12-12,Hotel Booking,105.59,Travel
2026-03-04,Electric Bill,335.19,Utilities
2025-07-07,Electric Bill,202.3,Utilities
2025-04-25,Panadol,241.62,Health
2025-10-30,Bazaar,115.67,Shopping
2025-09-10,Bus Ticket,257.2,Transport
2026-03-19,Steam Games,48.26,Entertainment
2025-05-04,Electric Bill,414.58,Utilities
2025-08-10,Pharmacy,158.35,Health
2026-03-10,PIA Ticket,241.69,Travel
2025-06-20,Imtiaz Super Market,53.22,Shopping
2026-01-01,Netflix Subscription,452.76,Subscriptions
2025-04-03,Starbucks,332.42,Food
2026-01-05,Water Bill,428.99,Utilities
2025-07-31,K-Electric,201.85,Utilities
2025-08-22,Water Bill,452.7,Utilities
2025-11-20,Sambosa,219.73,Food
2026-01-17,Pharmacy,164.63,Health
2025-12-21,Electric Bill,68.06,Utilities
2025-04-01,House Leasing,34.41,Rent
2025-06-15,Restaurant,432.7,Food
2026-01-07,Steam Games,79.16,Entertainment
2025-09-13,Steam Games,159.67,Entertainment
2025-08-15,K-Electric,246.04,Utilities
2026-02-23,Doctor Clinic,416.77,Health
2025-11-25,K-Electric,222.69,Utilities
2025-06-08,Grocery,479.11,Shopping
2025-03-27,Cloud Storage,293.63,Subscriptions
2025-11-11,Gym Membership,499.34,Subscriptions
2025-07-01,InDrive,393.94,Transport
2025-07-15,PIA Ticket,110.92,Travel
2026-03-11,PTCL Internet,165.13,Utilities
2026-01-03,Agha Khan Hospital,495.77,Health
2025-07-23,Spotify Premium,23.31,Subscriptions
2026-02-25,Apartment Rent,399.45,Rent
2026-01-27,Cinema,238.83,Entertainment
2026-02-28,House Leasing,414.85,Rent
2025-12-02,Pharmacy,472.93,Health
2025-09-02,Hotel Booking,461.74,Travel
2026-03-03,Agha Khan Hospital,372.54,Health
2025-08-12,Sui Gas,462.83,Utilities
2026-02-09,Water Bill,84.47,Utilities
2026-01-01,Panadol,437.89,Health
2025-08-31,Starbucks,290.2,Food
2025-12-03,Careem,349.29,Transport
2025-12-25,Biryani,252.82,Food
2025-11-07,Uber Ride,352.69,Transport
2025-09-28,Gym Membership,299.55,Subscriptions
2026-03-12,Apartment Rent,314.46,Rent
2025-04-07,Foodpanda,116.72,Food
2025-06-23,Chai,302.23,Food
2025-11-26,Uber Ride,363.62,Transport
2025-07-29,Netflix Subscription,197.58,Subscriptions
2025-08-28,Gym Membership,40.29,Subscriptions
2025-11-07,Steam Games,101.08,Entertainment
2025-12-07,Water Bill,182.85,Utilities
2025-11-21,PIA Ticket,225.31,Travel
2025-05-04,Train Ticket,162.15,Travel
2025-05-13,Bazaar,241.75,Shopping
2025-04-29,Electric Bill,177.27,Utilities
2025-07-27,PTCL Internet,175.19,Utilities
2025-08-05,Cinema,102.66,Entertainment
2026-01-02,Water Bill,433.69,Utilities
2026-02-08,PSO Pump,73.63,Transport
2025-03-25,Hostel Dues,407.79,Rent
2025-04-03,Amazon,131.16,Shopping
2025-11-24,Train Ticket,108.73,Travel
2025-09-25,Amazon,325.09,Shopping
2025-08-12,Hotel Booking,132.98,Travel
2025-10-17,Pharmacy,223.26,Health
2026-01-31,Agha Khan Hospital,272.05,Health
2025-11-25,Bazaar,374.61,Shopping
2025-11-14,PTCL Internet,42.0,Utilities
2025-12-15,Gym Membership,394.67,Subscriptions
2025-09-05,PTCL Internet,258.65,Utilities
2025-09-23,Bus Ticket,360.52,Transport
2025-03-30,Careem,108.81,Transport
2025-06-21,Gym Membership,95.04,Subscriptions
2025-11-05,Amazon,166.05,Shopping
2026-02-04,Steam Games,144.68,Entertainment
2026-03-01,Train Ticket,227.35,Travel
2025-12-06,Agha Khan Hospital,149.6,Health
2025-05-26,Gym Membership,397.6,Subscriptions
2025-07-28,Cinema,209.81,Entertainment
2025-12-17,Sambosa,307.46,Food
2025-07-02,Amazon,361.94,Shopping
2026-01-01,Doctor Clinic,388.52,Health
2025-05-22,Netflix Subscription,388.94,Subscriptions
2025-07-12,K-Electric,100.71,Utilities
2025-08-04,Petrol,237.11,Transport
2025-11-05,Foodpanda,274.26,Food
2025-08-23,K-Electric,454.69,Utilities
2025-07-22,Cinema,155.37,Entertainment
2026-02-25,Agha Khan Hospital,317.99,Health
2025-12-27,Water Bill,92.22,Utilities
2025-06-22,Pharmacy,42.27,Health
2026-03-03,Pharmacy,393.9,Health
2025-12-31,Panadol,354.28,Health
2025-07-01,Train Ticket,459.77,Travel
2025-05-24,Starbucks,64.51,Food
2025-09-25,House Leasing,181.11,Rent
2025-05-02,Apartment Rent,90.44,Rent
2025-06-21,Train Ticket,364.96,Travel
2026-01-26,Emirates Airline,383.35,Travel
2026-02-26,Grocery,486.7,Shopping
2025-08-25,Bazaar,302.02,Shopping
2025-08-12,Nueplex,92.73,Entertainment
2026-01-21,Gym Membership,316.81,Subscriptions
2025-08-09,Chai,454.01,Food
2025-07-15,Nueplex,157.1,Entertainment
2025-09-04,Apartment Rent,122.91,Rent
2025-12-08,Starbucks,374.17,Food
2025-06-21,Careem,314.14,Transport
2026-01-24,Steam Games,353.26,Entertainment
2025-06-21,Apartment Rent,59.14,Rent
2025-04-11,House Leasing,16.64,Rent
2025-04-19,Steam Games,454.08,Entertainment
2025-06-17,Apartment Rent,156.11,Rent
2025-10-17,Steam Games,84.22,Entertainment
2025-08-12,Emirates Airline,488.9,Travel
2026-02-25,Petrol,233.15,Transport
2026-02-13,Cloud Storage,110.58,Subscriptions
2025-08-02,Apartment Rent,276.66,Rent
2026-01-29,Target,422.54,Shopping
2025-10-05,Panadol,357.21,Health
2025-09-29,Nueplex,70.09,Entertainment
2025-05-09,Chai,104.16,Food
2025-11-11,Nueplex,299.56,Entertainment
2026-01-10,Amazon,418.73,Shopping
2025-04-14,Concert Ticket,120.5,Entertainment
2025-11-10,Agha Khan Hospital,383.28,Health
2025-12-02,Emirates Airline,311.26,Travel
2025-12-31,Agha Khan Hospital,432.36,Health
2025-06-12,Agha Khan Hospital,43.71,Health
2025-05-29,Concert Ticket,146.83,Entertainment
2025-10-03,Emirates Airline,63.41,Travel
2025-11-30,Train Ticket,61.8,Travel
2025-09-11,Cinema,375.9,Entertainment
2025-04-03,Pharmacy,305.19,Health
2025-05-27,Cloud Storage,371.79,Subscriptions
2025-10-10,Spotify Premium,406.47,Subscriptions
2025-09-03,Eid Clothes,373.97,Shopping
2025-04-28,Train Ticket,412.53,Travel
2025-10-17,Netflix Subscription,454.93,Subscriptions
2026-03-20,Panadol,57.84,Health
2025-08-19,PSO Pump,465.61,Transport
2025-08-25,PIA Ticket,420.32,Travel
2025-06-25,Nueplex,81.89,Entertainment
2025-04-13,Pharmacy,336.02,Health
2025-06-04,PTCL Internet,431.88,Utilities
2025-07-04,Bykea,455.13,Transport
2025-09-06,Pharmacy,245.28,Health
2025-05-23,Sui Gas,309.77,Utilities
2026-03-08,Train Ticket,487.71,Travel
2025-12-04,Hostel Dues,236.15,Rent
2025-03-27,House Leasing,94.67,Rent
2026-02-17,Apartment Rent,245.38,Rent
2025-12-23,House Leasing,204.58,Rent
2025-04-19,Concert Ticket,497.9,Entertainment
2025-12-10,Spotify Premium,342.22,Subscriptions
2025-09-04,Agha Khan Hospital,72.09,Health
2026-03-13,PSO Pump,488.21,Transport
2025-07-30,Netflix Subscription,182.02,Subscriptions
2025-12-29,Cloud Storage,241.16,Subscriptions
2025-06-13,Amazon,97.14,Shopping
2026-01-31,Shell Oil,474.78,Transport
2025-07-25,Sui Gas,363.19,Utilities
2025-05-20,Gym Membership,440.91,Subscriptions
2025-07-26,House Leasing,97.66,Rent
2026-01-18,Uber Ride,310.9,Transport
2025-10-18,Pharmacy,283.11,Health
2025-06-26,Concert Ticket,33.08,Entertainment
2025-06-12,InDrive,138.16,Transport
2025-07-24,Daraz,224.13,Shopping
2025-07-19,Agha Khan Hospital,187.04,Health
2026-02-27,Apartment Rent,383.67,Rent
2025-12-07,Agha Khan Hospital,305.23,Health
2025-09-25,PIA Ticket,188.19,Travel
2025-12-30,PSO Pump,60.18,Transport
2025-08-01,Apartment Rent,419.78,Rent
2025-10-24,PIA Ticket,301.54,Travel
2025-05-03,Sui Gas,150.12,Utilities
2025-07-08,Steam Games,129.18,Entertainment
2025-10-09,Foodpanda,17.82,Food
2025-08-01,Concert Ticket,374.86,Entertainment
2026-01-07,Train Ticket,413.15,Travel
2025-10-11,K-Electric,399.33,Utilities
2025-12-26,Grocery,50.39,Shopping
2025-12-23,Train Ticket,306.03,Travel
2025-10-12,House Leasing,272.52,Rent
2025-12-11,Careem,142.1,Transport
2026-03-05,Panadol,108.84,Health
2025-08-15,Agha Khan Hospital,472.17,Health
2026-02-14,Emirates Airline,402.78,Travel
2025-07-15,Imtiaz Super Market,95.93,Shopping
2025-06-10,Concert Ticket,113.43,Entertainment
2025-11-18,McDonalds,486.59,Food
2025-04-18,Pharmacy,74.4,Health
2025-04-16,Foodpanda,220.05,Food
2026-02-03,Sui Gas,286.39,Utilities
2026-02-13,PIA Ticket,152.14,Travel
2025-04-09,Water Bill,232.65,Utilities
2025-04-02,PIA Ticket,346.6,Travel
2025-05-15,Steam Games,322.27,Entertainment
2025-11-30,PTCL Internet,453.31,Utilities
2025-06-02,PIA Ticket,163.29,Travel
2025-08-20,Starbucks,260.5,Food
2026-03-13,Nueplex,498.47,Entertainment
2025-08-30,Panadol,304.63,Health
2026-02-23,McDonalds,483.54,Food
2025-04-09,Cinema,213.47,Entertainment
2025-09-17,Hotel Booking,416.75,Travel
2025-09-22,Grocery,17.83,Shopping
2025-06-06,Uber Ride,136.44,Transport
2025-06-12,Panadol,294.71,Health
2026-02-15,Steam Games,485.44,Entertainment
2025-12-06,Starbucks,120.42,Food
2025-11-18,Train Ticket,91.72,Travel
2025-10-16,Spotify Premium,65.55,Subscriptions
2026-01-09,Cinema,285.24,Entertainment
2025-12-21,Steam Games,271.15,Entertainment
2025-10-14,Target,54.72,Shopping
2025-07-26,Train Ticket,469.54,Travel
2025-08-29,Shell Oil,496.6,Transport
2025-12-24,Target,50.97,Shopping
2025-04-26,Emirates Airline,329.4,Travel
2025-09-18,Shell Oil,407.46,Transport
2025-11-29,Grocery,469.83,Shopping
2025-06-30,Steam Games,194.8,Entertainment
2025-08-12,Cinema,267.14,Entertainment
2026-02-14,Hostel Dues,343.73,Rent
2025-06-18,Grocery,78.8,Shopping
2025-04-22,Agha Khan Hospital,454.77,Health
2025-05-05,Cloud Storage,206.31,Subscriptions
2025-08-05,House Leasing,320.95,Rent
2026-03-09,Hostel Dues,461.9,Rent
2025-04-17,Foodpanda,225.19,Food
2025-08-28,Daraz,424.85,Shopping
2025-04-28,PSO Pump,349.33,Transport
2026-01-05,K-Electric,282.72,Utilities
2026-02-12,K-Electric,480.64,Utilities
2025-09-11,Daraz,52.08,Shopping
2025-04-22,PTCL Internet,462.06,Utilities
2025-11-13,Sambosa,75.56,Food
2025-05-31,Uber Ride,489.0,Transport
2025-12-13,Careem,492.82,Transport
2025-07-22,Pharmacy,357.7,Health
2025-12-10,Target,441.4,Shopping
2026-01-25,Amazon,400.68,Shopping
2025-09-17,Emirates Airline,31.93,Travel
2026-03-05,Eid Clothes,156.48,Shopping
2025-10-13,Apartment Rent,324.87,Rent
2025-03-30,Gym Membership,34.21,Subscriptions
2025-05-22,Emirates Airline,304.65,Travel
2025-12-22,McDonalds,451.94,Food
2026-01-18,Petrol,194.47,Transport
2025-12-30,Cloud Storage,102.37,Subscriptions
2026-03-14,Nueplex,329.84,Entertainment
2026-03-02,Bazaar,251.11,Shopping
2025-10-17,KFC,459.8,Food
2025-11-18,Train Ticket,128.26,Travel
2025-04-03,Foodpanda,473.43,Food
2025-10-17,Apartment Rent,238.45,Rent
2025-09-15,Bykea,351.56,Transport
2025-04-17,Amazon,19.23,Shopping
2025-12-22,Biryani,386.81,Food
2025-12-30,Hostel Dues,75.3,Rent
2026-03-20,Chai,386.27,Food
2025-10-03,Foodpanda,186.18,Food
2025-11-05,Apartment Rent,244.03,Rent
2025-06-14,KFC,188.13,Food
2025-12-13,Cloud Storage,499.04,Subscriptions
2025-04-16,Medical Store,119.7,Health
2026-01-12,Doctor Clinic,244.49,Health
2025-10-24,Imtiaz Super Market,156.38,Shopping
2025-06-29,Train Ticket,317.2,Travel
2026-02-04,Pharmacy,184.06,Health
2025-08-03,Nueplex,121.18,Entertainment
2025-11-27,Emirates Airline,20.55,Travel
2025-08-29,McDonalds,134.22,Food
2025-06-13,Bus Ticket,12.2,Transport
2025-09-01,Petrol,46.15,Transport
2025-07-15,Foodpanda,230.41,Food
2025-11-30,Train Ticket,90.33,Travel
2025-08-22,Bus Ticket,169.45,Transport
2025-08-14,Train Ticket,428.87,Travel
2025-10-29,Concert Ticket,144.99,Entertainment
2026-01-09,Electric Bill,252.87,Utilities
2026-01-06,Careem,319.54,Transport
2025-10-08,Hotel Booking,479.08,Travel
2025-09-14,Water Bill,85.06,Utilities
2025-11-06,Train Ticket,44.84,Travel
2025-04-20,Pharmacy,474.69,Health
2025-11-13,Amazon,117.44,Shopping
2025-09-11,Sambosa,156.36,Food
2025-09-14,Spotify Premium,138.83,Subscriptions
2025-07-01,Apartment Rent,186.2,Rent
2025-11-18,Imtiaz Super Market,21.29,Shopping
2025-03-29,Daraz,323.01,Shopping
2025-07-31,Cinema,238.04,Entertainment
2025-07-30,Water Bill,189.59,Utilities
2025-09-11,Pharmacy,150.8,Health
2025-04-09,Doctor Clinic,239.05,Health
2025-06-01,PSO Pump,79.77,Transport
2025-07-14,Cafe,30.19,Food
2026-03-19,Bazaar,489.62,Shopping
2026-03-13,Electric Bill,131.33,Utilities
2025-12-08,Spotify Premium,191.26,Subscriptions
2026-02-10,Emirates Airline,129.19,Travel
2025-06-21,Steam Games,21.88,Entertainment
2025-10-06,Agha Khan Hospital,143.74,Health
2026-02-18,Apartment Rent,25.33,Rent
2025-10-13,Bus Ticket,235.67,Transport
2026-02-05,Cloud Storage,148.0,Subscriptions
2025-05-01,Chai,440.9,Food
2025-09-24,Bazaar,389.3,Shopping
2025-05-26,Shell Oil,425.56,Transport
2025-07-26,Restaurant,11.58,Food
2025-05-24,Walmart,246.91,Shopping
2025-05-15,PIA Ticket,105.42,Travel
2025-05-29,Starbucks,67.87,Food
2025-10-25,K-Electric,318.35,Utilities
2025-05-29,Cinema,311.56,Entertainment
2025-03-21,Grocery,98.67,Shopping
2026-03-07,Electric Bill,246.73,Utilities
2025-04-03,Petrol,488.48,Transport
2025-09-04,PSO Pump,497.49,Transport
2025-10-23,Hostel Dues,279.9,Rent
2026-03-12,PTCL Internet,454.92,Utilities
2026-03-01,Eid Clothes,122.43,Shopping
2026-02-21,Bus Ticket,293.25,Transport
2025-05-16,Panadol,108.66,Health
2025-07-27,Gym Membership,274.76,Subscriptions
2025-09-08,Pharmacy,11.44,Health
2025-06-23,Bazaar,249.18,Shopping
2025-09-29,Cloud Storage,365.04,Subscriptions
2025-12-12,Doctor Clinic,7.96,Health
2025-11-02,Target,412.36,Shopping
2026-01-21,Petrol,482.95,Transport
2025-04-01,Eid Clothes,217.85,Shopping
2025-08-24,KFC,84.98,Food
2026-02-03,Imtiaz Super Market,31.44,Shopping
2025-12-31,Hotel Booking,424.52,Travel
2026-01-07,Target,257.81,Shopping
2026-03-16,Water Bill,256.43,Utilities
2025-04-01,Apartment Rent,310.15,Rent
2025-03-29,Emirates Airline,435.64,Travel
2025-08-16,PIA Ticket,109.28,Travel
2025-04-10,Medical Store,315.09,Health
2025-04-06,House Leasing,123.46,Rent
2025-03-24,Panadol,179.37,Health
2025-09-10,Pharmacy,118.85,Health
2025-05-09,Hostel Dues,410.67,Rent
2025-11-13,Sui Gas,10.63,Utilities
2025-07-13,Sui Gas,284.96,Utilities
2025-08-05,Steam Games,156.37,Entertainment
2025-04-04,Doctor Clinic,39.65,Health
2025-07-01,Emirates Airline,187.79,Travel
2025-09-07,KFC,75.02,Food
2026-03-01,Medical Store,55.69,Health
2025-12-25,Water Bill,221.68,Utilities
2025-03-31,Cloud Storage,422.04,Subscriptions
2026-03-20,Agha Khan Hospital,40.29,Health
2025-11-25,Panadol,297.57,Health
2025-07-06,KFC,180.56,Food
2025-11-03,Doctor Clinic,143.44,Health
2025-11-20,House Leasing,103.61,Rent
2025-08-28,Netflix Subscription,497.63,Subscriptions
2025-04-30,House Leasing,337.95,Rent
2025-08-05,Amazon,71.2,Shopping
2025-08-14,Target,69.28,Shopping
2025-12-19,Biryani,73.88,Food
2026-03-20,Nueplex,350.54,Entertainment
2025-05-18,McDonalds,216.41,Food
2025-04-30,Uber Ride,175.75,Transport
2026-01-21,Netflix Subscription,326.42,Subscriptions
2025-06-08,Gym Membership,398.7,Subscriptions
2025-07-26,Eid Clothes,197.19,Shopping
2025-05-07,Emirates Airline,435.52,Travel
2025-07-17,McDonalds,389.34,Food
2025-05-17,Chai,343.61,Food
2025-09-18,K-Electric,30.0,Utilities
2025-11-21,PTCL Internet,281.78,Utilities
2026-01-28,PTCL Internet,110.9,Utilities
2026-02-16,Shell Oil,129.74,Transport
2025-09-29,Agha Khan Hospital,171.09,Health
2026-01-23,Agha Khan Hospital,256.6,Health
2026-03-08,Spotify Premium,226.78,Subscriptions
2025-07-06,Cinema,480.32,Entertainment
2025-06-30,Netflix Subscription,278.85,Subscriptions
2025-04-02,Hostel Dues,135.57,Rent
2025-11-17,Cafe,331.98,Food
2025-07-16,Careem,279.12,Transport
2025-07-09,Concert Ticket,158.15,Entertainment
2025-03-27,Concert Ticket,392.64,Entertainment
2025-10-25,Water Bill,276.61,Utilities
2025-06-22,Target,139.43,Shopping
2026-01-21,Sambosa,342.01,Food
2025-11-07,Netflix Subscription,138.4,Subscriptions
2025-12-29,Cinema,418.81,Entertainment
2025-10-12,Medical Store,203.2,Health
2025-09-25,K-Electric,68.59,Utilities
2025-08-22,Cloud Storage,321.78,Subscriptions
2025-04-28,Imtiaz Super Market,204.56,Shopping
2025-06-15,PIA Ticket,201.83,Travel
2025-11-14,Concert Ticket,402.07,Entertainment
2026-01-07,Daraz,35.72,Shopping
2025-06-25,Walmart,203.91,Shopping
2025-12-15,Starbucks,342.34,Food
2025-12-30,Medical Store,300.31,Health
2025-11-27,Train Ticket,368.03,Travel
2025-04-22,Cinema,142.23,Entertainment
2025-05-02,Foodpanda,466.06,Food
2025-10-26,House Leasing,358.81,Rent
2025-05-15,Careem,43.67,Transport
2025-05-26,Steam Games,74.71,Entertainment
2025-09-29,Sui Gas,212.44,Utilities
2026-02-11,Train Ticket,385.56,Travel
2026-01-06,Restaurant,233.86,Food
2025-09-17,Bykea,328.22,Transport
2025-08-23,Petrol,176.12,Transport
2025-11-09,Grocery,423.89,Shopping
2025-07-16,Spotify Premium,481.65,Subscriptions
2025-07-19,Steam Games,221.62,Entertainment
2026-01-30,Netflix Subscription,241.63,Subscriptions
2025-10-27,Medical Store,378.06,Health
2025-06-12,Panadol,66.36,Health
2025-11-14,Agha Khan Hospital,211.67,Health
2025-08-03,Cloud Storage,364.18,Subscriptions
2025-10-03,House Leasing,229.62,Rent
2025-08-22,Cloud Storage,185.56,Subscriptions
2026-01-24,Netflix Subscription,203.37,Subscriptions
2025-08-08,Cinema,413.54,Entertainment
2025-06-19,Steam Games,366.41,Entertainment
2026-02-21,Nueplex,9.92,Entertainment
2025-11-04,Water Bill,260.0,Utilities
2025-07-01,Cloud Storage,179.31,Subscriptions
2025-06-03,K-Electric,374.89,Utilities
2025-10-21,Hostel Dues,108.63,Rent
2025-05-13,Hotel Booking,289.92,Travel
2025-08-16,Medical Store,58.54,Health
2026-01-22,Train Ticket,495.58,Travel
2026-02-24,Medical Store,290.53,Health
2026-01-01,Apartment Rent,218.1,Rent
2025-05-05,Emirates Airline,172.2,Travel
2025-09-13,Electric Bill,139.33,Utilities
2025-06-10,Eid Clothes,246.77,Shopping
2025-07-13,PIA Ticket,140.21,Travel
2025-10-25,Netflix Subscription,40.6,Subscriptions
2025-09-25,Bykea,47.94,Transport
2025-11-03,Steam Games,295.98,Entertainment
2026-02-08,Grocery,88.18,Shopping
2025-11-05,PIA Ticket,223.77,Travel
2026-01-15,Restaurant,313.48,Food
2026-03-08,Cloud Storage,384.74,Subscriptions
2025-08-16,Bus Ticket,425.22,Transport
2025-05-19,Spotify Premium,303.16,Subscriptions
2025-05-29,House Leasing,414.98,Rent
2025-06-15,McDonalds,446.5,Food
2026-03-09,Hostel Dues,120.09,Rent
2026-01-24,Restaurant,326.58,Food
2025-07-14,Cinema,344.34,Entertainment
2025-12-22,Nueplex,325.98,Entertainment
2025-05-26,InDrive,134.86,Transport
2025-05-08,Medical Store,122.86,Health
2025-12-25,Bazaar,484.31,Shopping
2025-04-08,K-Electric,265.88,Utilities
2025-10-08,Spotify Premium,184.9,Subscriptions
